tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,retweet_count,favorite_count,hashtag,jpg_url,breed,confidence,stage,rating
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12.0,10,Ted,3875,24377,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French Bulldog,0.99165,None,1.2
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10,Stuart,1956,13738,BarkWeek,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden Retriever,0.953442,puppo,1.3
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10,Oliver,4620,22764,BarkWeek,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,0.626152,None,1.3
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10,Jim,3889,26360,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden Retriever,0.714719,None,1.2
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13.0,10,Zeke,3687,23132,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden Retriever,0.46976,None,1.3
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13.0,10,Ralphus,2992,17847,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian Husky,0.700377,None,1.3
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12.0,10,Gerald,3019,19734,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French Bulldog,0.995026,None,1.2
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10,Jeffrey,4695,27431,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,0.821664,None,1.3
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10,None,10217,41952,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Unpredicted,0.0,None,1.4
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13.0,10,Canela,15614,62068,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,None,1.3
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10,None,9158,30451,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican Hairless,0.330741,None,1.3
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10,None,5186,27772,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,None,1.2
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13.0,10,Maya,6633,31453,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,None,1.3
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help","https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://www.gofundme.com/mingusneedsus",13.0,10,Mingus,2755,10816,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,0.309706,None,1.3
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10,Derek,3891,20359,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Unpredicted,0.0,None,1.3
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12.0,10,Roscoe,2745,19121,None,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French Bulldog,0.999201,pupper,1.2
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10,Waffles,5492,25313,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,0.943575,None,1.3
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10,Jimbo,5834,29487,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim Spaniel,0.972494,None,1.2
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10,Maisey,5553,32552,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,0.369275,None,1.3
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13.0,10,None,3800,19810,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,0.8124819999999999,None,1.3
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10,Earl,15662,69462,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian Greyhound,0.259916,None,1.2
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13.0,10,Lola,4854,25176,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,0.822103,None,1.3
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10,Kevin,4075,21988,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,0.5464060000000001,None,1.3
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10,None,4957,24578,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,None,1.4
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10,Yogi,2599,18481,None,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German Shepherd,0.707046,doggo,1.2
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10,Noah,2973,19760,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,None,1.2
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",https://twitter.com/dog_rates/status/883482846933004288/photo/1,5.0,10,Bella,8594,41468,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden Retriever,0.943082,None,0.5
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10,Grizzwald,3198,20541,None,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,0.987997,floofer,1.3
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",https://twitter.com/dog_rates/status/883117836046086144/photo/1,13.0,10,None,5760,33565,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden Retriever,0.949562,None,1.3
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13.0,10,Rusty,3363,21634,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo Dog,0.4667779999999999,None,1.3
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10,Gus,4251,25566,None,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador Retriever,0.85005,pupper,1.2
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10,Stanley,5269,25397,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,None,1.3
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13.0,10,Alfy,10060,40485,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden Retriever,0.762211,None,1.3
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",https://twitter.com/dog_rates/status/882045870035918850/photo/1,13.0,10,Koko,4230,26532,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Golden Retriever,0.00694063,None,1.3
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10,Rey,2960,22082,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,None,1.2
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10,Gary,9287,45916,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,None,1.3
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af  (IG: puffie_the_chow),https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10,None,13926,44798,None,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,pupper,1.4
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10,Elliot,4630,21097,Canada150,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Unpredicted,0.0,None,1.2
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10,Louis,2434,15505,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Unpredicted,0.0,None,1.3
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10,None,3324,19295,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,None,1.2
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12.0,10,Bella,5416,25753,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden Retriever,0.913255,None,1.2
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12.0,10,Jesse,3613,24409,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,None,1.2
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10,None,3781,25040,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature Pinscher,0.120298,None,1.1
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13.0,10,Romeo,3034,20300,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,0.813507,None,1.3
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10,Bailey,2755,21318,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German Shorthaired Pointer,0.479896,None,1.2
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10,Duddles,38824,95741,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English Springer,0.383404,None,1.3
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,10,Jack,2734,15285,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador Retriever,0.0334961,None,1.2
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11.0,10,Steven,4108,20437,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Unpredicted,0.0,None,1.1
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10,Beau,2336,17249,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,0.960513,None,1.3
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,https://twitter.com/dog_rates/status/878776093423087618/photo/1,13.0,10,Snoopy,3581,17608,PrideMonthPuppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian Greyhound,0.734684,puppo,1.3
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below","https://twitter.com/dog_rates/status/878281511006478336/photo/1,https://www.gofundme.com/3yd6y1c",13.0,10,Shadow,1112,7006,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,0.32042,None,1.3
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14.0,10,Emmy,5946,38200,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French Bulldog,0.839097,None,1.4
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,https://twitter.com/dog_rates/status/877736472329191424/photo/1,13.0,10,Aja,16480,71565,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay Retriever,0.8379559999999999,None,1.3
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12.0,10,Penny,3299,20575,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,0.995368,None,1.2
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",https://twitter.com/dog_rates/status/877316821321428993/photo/1,13.0,10,Dante,4546,24896,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,None,1.3
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,https://twitter.com/dog_rates/status/877201837425926144/photo/1,12.0,10,Nelly,4843,24570,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,None,1.2
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,https://twitter.com/dog_rates/status/876838120628539392/photo/1,12.0,10,Ginger,2916,18806,None,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,0.575751,pupper,1.2
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13.0,10,Benedict,2073,17067,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden Retriever,0.874566,None,1.3
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13.0,10,Venti,4068,25438,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese Mountain Dog,0.534327,None,1.3
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13.0,10,Goose,3732,22847,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador Retriever,0.799551,None,1.3
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,https://twitter.com/dog_rates/status/875144289856114688/video/1,13.0,10,Nugget,4286,19939,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian Husky,0.245048,None,1.3
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,https://twitter.com/dog_rates/status/875021211251597312/photo/1,12.0,10,None,4130,23229,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West Highland White Terrier,0.7143189999999999,None,1.2
